GFDC-number,concept-id,Keytype,indexTerm-en,indexTerm-de,indexTerm-fi,note,fi-new-term
913,,,Land use: deforestation (policy) (agricultural and pastoral land),Landnutzung: Entwaldung (Forstpolitik) (landwirtschaftlich genutzte und und Weideflächen),,,
913,,,"Land use: relations between forest, agricultural and pastoral land",Landnutzung: Beziehungen zwischen Wald und landwirtschaftlich genutzten Flächen,,,
913,,,Land use: shifting cultivation (policy),Landnutzung: wandernde Waldfeldwirtschaft (Forstpolitik),,,
913,,,Shifting cultivation: policy,Wandernde Waldfeldwirtschaft: Forstpolitik,,,
913/914,,,Deforestation policy,Aufforstungspolitik,,,
914,,,Afforestation policy (waste land),Aufforstungspolitik (Ödland),,,
914,,,"Deforestation, policy: wasteland","Entwaldung, Forstpolitik: Ödland",,,
914,,,Land use: afforestation policy (waste land),Bodenbenutzung: Aufforstungspolitik (Ödland),,,
914,,,Land use: deforestation (policy) (waste land),,,,
914,,,Land use: relations between forest and waste land,Bodenbenutzung: Beziehungen zwischen Wald und Ödland,,,
914,,,"Waste land, policy regarding","Ödland, Forstpolitik",Joutomaa ,,
914,,,,"Bodennutzungsaufnahmen, Verwendung des Luftbildes zu: Waldrodung (Politik) (Ödland)",,,
914,,,,Waldzerstörung,,,
915,,,Canals: tree-growing in lines or strips along: (policy regarding),,,,
915,,,Policy: timber-growing outside the forest,Politik: Holzzucht außerhalb des Waldes,,,
915,,,Roadside trees: timber trees in strips or lines (policy regarding),Straßenbäume: Baumreihen oder -streifen (forstpolitische Gesichtspunkte),,,
915,,,Timber-growing outside the forest: policy regarding,Holzzucht außerhalb des Waldes: forstpolitische Gesichtspunkte,,,
916,,,"Land use, multiple",,,,
916,,,Multiple land use,Mehrzwecklandnutzung,,,
916,,,,"Fernverbindungen, Beziehungen zwischen Wald und gemeinnützige Einrichtungen",,,
917,,,"Forest and utilities, relation","Gemeinnützige Einrichtungen, Forstpolitik",,,
917,,,"Utilities, relation between forest and",,,,
917,,,,Straßen: Beziehungen zwischen Wald und gemeinnützigen Einrichtungen,,,
92,,,"Ownership and ownership policy, forest","Eigentum und Eigentumspolitik, forstlich",,,
92,,,Policy: forest (regarding ownership),Politik: Forst (in bezug auf Eigentum),,,
920,,,"Ownership and ownership policy, forest: generalities, history, principles","Eigentum und Eigentumspolitik, forstlich: Allgemeines, Geschichte, Grundsätzliches",,,
921,,,Land reform,Bodenreform,,,
921,,,Nationalization (socialization): of forests,Verstaatlichung (Sozialisierung): des Waldes,,,
921,,,"Ownership and ownership policy, forest: public versus private; socialization, nationalization","Eigentum und Eigentumspolitik, forstlich: Privat- oder Staatswald?; Sozialisierung, Verstaatlichung",,,
921,,,"Reform, land",,,,
921,,,"Reservation, forest",,,,
922,,,"Ownership and ownership policy, forest: public ownership","Eigentum und Eigentumspolitik, forstlich: öffentlicher Waldbesitz",,,
922.1,,,Federal forests,Bundeswald,,,
922.1,,,National forests,,,,
922.1,,,"Ownership and ownership policy, forest: State ownership","Eigentum und Eigentumspolitik, forstlich: Staatswald",,,
922.1,,,State forests,Staatswald,,,
922.2,,,"Communal (\""community\"") forests",Gemeindewald,,,
922.2,,,Municipal forests,Stadtwald,,,
922.2,,,"Ownership and ownership policy, forest: \""community\"" (municipal etc.) ownership","Eigentum und Eigentumspolitik, forstlich: Gemeindewald, Stadtwald usw.",,,
922.3,,,"Benefices, forests belonging to",,,,
922.3,,,Churches: forests belonging to,,,,
922.3,,,"Convents, forests belonging to",,,,
922.3,,,Ecclesiastical forests,Kirchenwälder,,,
922.3,,,"Monasteries, forests belonging to",Klosterwald,,,
922.3,,,Private forests: ecclesiastical,Privatwald: Kirchenwald,,,
922.3,,,"Religious foundations, forests belonging to",,,,
922.4,,,(empty),,,,
923,,,"Ownership and ownership policy, forest: private ownership","Eigentum und Eigentumspolitik, forstlich: Privatwald",,,
923,,,Private forests,Privatwald,,,
923.2,,,"Companies, mining, industrial etc.: forests belonging to","Unternehmungen, Bergwerks-, Industrie- usw.: Wald im Besitz von",,,
923.2,,,Industries: forests belonging to,Industrien: Wald im Besitz von,,,
923.2,,,"Large private forests: of industrial, mining and communications companies etc.",,,,
923.2,,,"Mining companies, forests belonging to","Bergwerke, Wälder im Besitz von",,,
923.2,,,"Private forests: of industries, mining and communications companies etc.","Privatwald: Industrieunternehmungen, Bergwerke, Verkehrsunternehmungen usw.",,,
923.3,,,Large private forests: other,,,,
923.3,,,"Private forests: other, large",Privatwald: anderer Großprivatwald,,,
923.4,,,Family forestry,Familienforstwirtschaft,,,
923.4,,,Farm forests: as ownership category,Bauernwald: als Besitzkategorie,,,
923.4,,,"Private forests: small, e.g. farm forests",Privatwald: Kleinprivatwald z.B. Bauernwald,,,
923.4,,,Small (private) forests,Klein(privat)wald,,,
923.4,,,Woodlots,Waldparzellen,,,
924,,,"Common ownership, private forests in",Waldeigentumsgenossenschaften,,,
924,,,"Ownership and ownership policy, forest: common ownership (private)","Eigentum und Eigentumspolitik, forstlich: Gemeinwälder (privat)",,,
924,,,,Allmendwaldungen,,,
924,,,,Gemeinwälder,,,
924,,,,Kolchoswälder,,,
928,,,Consolidation of scattered holdings,Zusammenlegungen von zersplitterten Grundstücken,,,
928,,,Fragmentation of holdings,Zersplitterung von Grundstücken,,,
928,,,"Holdings, scattered forest: consolidation of","Grundstücke, zersplitterter Wald: Zusammenlegung von",,,
928,,,"Ownership and ownership policy, forest: consolidation of holdings","Eigentum und Eigentumspolitik, forstlich: Waldzusammenlegungen",,,
928,,,"Scattered holdings, consolidation of","Zersplitterte Grundstücke, Zusammenlegung von",,,
93,,,"Legislation, forest","Gesetzgebung, forstliche",,,
93,,,Public supervision and control of forestry,Öffentliche Aufsicht und Kontrolle der Forstwirtschaft,,,
93,,,,Forstaufsicht,,,
931,,,"Laws, general forest","Gesetze, allgemeine Forst-",,,
931,,,"Legislation, forest: general forest laws","Gesetzgebung, forstliche: allgemeine Forstgesetze",,,
931.1,,,forest legislation,,Metsälainsäädäntö ,,f
931.1,,,Public supervision and control of forestry: generalities,Öffentliche Aufsicht und Kontrolle des Forstwesens: Allgemeines,,,
931.1,,,"Public supervision and control of forestry: laws, general forest","Öffentliche Aufsicht und Kontrolle des Forstwesens: Forstgesetze, allgemeine",,,
931.2,,,"Environmental protection, law","Umweltschutz, Gesetze",,,
931.2,,,"Law, relating to environmental protection","Gesetze, betreffend Umweltschutz",,,
931.2,,,"Law, relating to nature conservation","Gesetze, betreffend Naturschutz",,,
931.2,,,"Nature conservation, law","Naturschutz, Gesetze",,,
932,,,"Administrative organization, public","Verwaltungsorganisation, öffentliche",,,
933,,,"Ownership and ownership policy, forest: protection of (property issues)","Eigentum und Eigentumspolitik, forstlich: Schutz des Waldeigentums (Rechtsfragen)",,,
933,,,Protection: of forest ownership,Schutz: Waldeigentum,,,
933,,,Public supervision and control of forestry: protection of ownership (property issues),Öffentliche Aufsicht und Kontrolle der Forstwirtschaft: Schutz des Waldeigentums (Rechtsfragen),,,
933.8,,,Criminal and civil wrongs (and relevant regulations),,,,
933.8,,,,"Gesetzgebung, forstliche: Verstöße",,,
933.8,,,,"Verordnungen, Waldeigentum",,,
933.8,,,,Öffentliche Aufsicht und Kontrolle der Forstwirtschaft: Verstösse gegen Gesetze und Verordnungen,,,
934,,,Protection forest: provision for; safeguarding of,Schutzwald: Schaffung und Sicherung,,,
934,,,Public supervision and control of forestry: protection forest,Öffentliche Aufsicht und Kontrolle der Forstwirtschaft: Schutzwald,,,
935,,,(empty),,,,
935.1,,,Public supervision and control of forestry: as protection against poor management,Öffentliche Aufsicht und Kontrolle der Forstwirtschaft: zum Schutze gegen schlechte Bewirtschaftung,,,
935.1,,,Public supervision and control of forestry: regarding regeneration and sustained yield,Öffentliche Aufsicht und Kontrolle der Forstwirtschaft: zur Sicherung der Verjüngung und des nachhaltigen Ertrages,,,
935.1,,,Regeneration: public supervision and control,Verjüngung: öffentliche Aufsicht und Kontrolle,,,
935.1,,,Sustained yield: public supervision and control,Nachhaltigkeit: Forstaufsicht und Kontrolle,,,
935.1,,,Yield: sustained (public supervision and control),,,,
935.2,,,"Improvements, forest: public supervision and control",Verbesserungen im Walde: öffentliche Aufsicht und Kontrolle,,,
935.2,,,Public supervision and control of forestry: regarding forest improvements,Öffentliche Aufsicht und Kontrolle der Forstwirtschaft: im Hinblick auf Waldverbesserungen,,,
935.4,,,Protection: forest (public supervision and control),Schutz: Forst- (Forstaufsicht und Kontrolle),,,
935.4,,,Public supervision and control of forestry: regarding forest protection,Öffentliche Aufsicht und Kontrolle der Forstwirtschaft: im Hinblick auf Forstschutz,,,
935.5,,,Extinction of forest rights,Ablösung von Forstrechten,,,
935.5,,,Public supervision and control of forestry: regarding forest rights,Öffentliche Aufsicht und Kontrolle der Forstwirtschaft: im Hinblick auf Forstrechte,,,
935.5,,,"Rights, forest",Forstrechte,,,
935.5,,,Servitudes,Servituten,rasitteet,,
935.6,,,Leases - public supervision and control,,,,
935.6,,,Licences - public supervision and control,,,,
935.6,,,Public supervision and control of forestry - regarding leases and licences,,,,
935.6,,,,Konzessionen,,,
935.6,,,,"Konzessionen, Forstaufsicht und Forstgesetzgebung",,,
935.6,,,,Pachtverträge: Forstaufsicht und -gesetzgebung,,,
94,,,Public assistance to forestry,Öffentliche Hilfe für die Forstwirtschaft,,,
941,,,"Free provision by public authorities of land, seed, planting stock etc.","Versorgung mit Land, Saatgut, Pflanzmaterial usw. durch öffentliche Stellen",,,
941,,,"Land, forest: gifts or cheap sales by public authorities for forestry","Land, forstlich genutztes: Versorgung mit",,,
941,,,Planting stock: provided by State free or at low cost,Pflanzgut: Versorgung mit Pflanzgut durch den Staat kostenlos oder zu geringem Preis,,,
941,,,"Public assistance to forestry: subsidies; provision of land, seed, planting stock etc. free or at low cost","Öffentliche Hilfe für die Forstwirtschaft: Subventionen; Versorgung mit Land, Saatgut, Pflanzmaterial usw., kostenlos oder zu geringem Preis",,,
941,,,Seed: provided free or at low cost by State,"Saatgut: Versorgung mit Saatgut durch den Staat, kostenlos oder zu geringem Preis",,,
941,,,Subsidies: forestry,Subventionen: Forstwirtschaft,,,
942,,,(empty),,,,
942.1,,,Credits: forestry,Kredite: Forstwirtschaft,,,
942.11,,,"Credits: forestry (State, public)","Kredite: Forstwirtschaft (staatliche, öffentliche Kredite)",,,
942.12,,,Credits: forestry (other),Kredite: Forstwirtschaft (andere Kredite),,,
942.7,,,Credits: forests as security for,Kredite: Waldbeleihung,,,
942.7,,,"Security, forest as","Sicherheit, Wald als",,,
943,,,Insurance: forest,Versicherung: Wald-,,,
944,,,Co-operation of forest owners,Zusammenarbeit der Waldbesitzer,,,
944,,,,Waldbesitzer-Organisationen: andere,,,
945.1,,,"Advisory services, forestry","Beratungsstellen, forstliche",,,
945.11,,,"Advisory services, forestry: State (public)","Beratungsstellen, forstliche: staatliche (öffentliche)",,,
945.12,,,"Advisory services, forestry: State (public) and private in collaboration","Beratungsstellen, forstliche: staatliche (öffentliche) und private Zusammenarbeit",,,
945.12,,,Co-operation in advisory services: State (public) and private,Zusammenarbeit im Beratungsdienst: staatlich (öffentlich) und privat,,,
945.13,,,"Advisory services, forestry - consultants",,,,
945.13,,,"Advisory services, forestry: private","Beratungsstellen, forstliche: private",,,
945.13,,,Consultants,"Berater, private",,,
945.14,,,"Documentation centres, forestry","Dokumentationsstellen, forstliche",,,
945.14,,,Information services: forestry and forest products,Informationsdienst: forstlich,,,
945.15,,,Libraries,Bibliotheken,,,
945.16,,,Archives,Archive,,,
945.17,,,Museums,Museen,,,
945.2,,,Propaganda: forestry and forest products,Propaganda: Forstwirtschaft und forstliche Erzeugnisse,,,
945.2,,,Publicity: forestry and forest products,Aufklärung: Forstwirtschaft und Forsterzeugnisse,,,
945.21,,,Propaganda: forestry and forest products (literary),Propaganda: Forstwirtschaft und forstliche Erzeugnisse: (literarische),,,
945.22,,,DVDs,DVD,,,
945.22,,,Films: forestry etc,"Filme, forstliche usw.",,,
945.22,,,Videos: forestry etc.,Videofilme: Forstliche usw.,,,
945.23,,,Broadcasting,,,,
945.23,,,Podcasting,Rundfunkaufnahmen,,,
945.23,,,Radio talks,Rundfunk,,,
945.23,,,Television programs,Fernsehsendungen,,,
945.24,,,Exhibitions,Ausstellungen,,,
945.24,,,Fairs,Messen,,,
945.24,,,Shows,,,,
945.25,,,Demonstration forests,Lehrwald,,,
945.25,,,Experimental forests,Versuchswald,,,
945.25,,,Model forests,Musterwald,,,
945.26,,,"Awards, forestry",,,,
945.26,,,"Competitions, forestry","Wettbewerbe, forstliche",,,
945.26,,,"Prizes, forestry","Prämien, forstliche",,,
945.27,,,Arbor days,,,,
945.27,,,Tree-planting days,Baumpflanztage,,,
945.28,,,Homepages,Homepages,,,
945.28,,,Hypertext,,,,
945.28,,,Internet,Internet,,,
945.28,,,Web pages ,Webseite,,,
945.28,,,Webservices,,,,
945.28,,,World Wide Web ,World Wide Web,,,
945.28,,,WWW ,WWW,,,
945.28,,,,Leitseite,,,
945.28,,,,Portale,,,
945.3,,,Education: forestry and forest products,Erziehung,,,
945.3,,,,Ausbildung,,,
945.31,,,Education: forestry and forest products (higher),Erziehung (akademische),,,
945.32,,,Education: forestry and forest products (elementary),Erziehung (betriebstechnische Ausbildung),,,
945.33,,,Practical training,Praktische Ausbildung,,,
945.33,,,"Training: practical, in forestry","Ausbildung: praktische, in der Forstwirtschaft",,,
945.34,,,Continuation courses,Fortbildung,,,
945.35,,,Educational tours,"Lehrwanderungen, forstliche",,,
945.35,,,"Tours, educational (forestry)","Studienreisen, forstliche",,,
945.36,,,Careers in forestry - information,Berufe in der Forstwirtschaft - Information,,,
945.4,,,"Research, forestry and forest products (policy, organization etc.)","Forschung, Forstwirtschaft und forstliche Erzeugnisse (Politik, Organisation usw.)",,,
945.5,,,Computer modeling,Computermodelle,,,
945.5,,,Computers in forestry,Computer in der Forstwirtschaft,,,
945.5,,,Information systems,Informationssysteme,,,
946,,,,Organisationen s.a.,,,
946.1,,,Associations: forestry and forest products,Vereinigungen: forstliche Vereine und Gesellschaften,,,
946.1,,,Societies: forestry and forest products,"Gesellschaften, forstliche usw.",,,
946.2,,,"Conferences (congresses), forestry and forest products: other",Konferenzen (Kongresse): andere,,,
946.2,,,Excursions: forestry etc.: other,Exkursionen: forstliche usw.: andere,,,
946.3,,,Institutions: forestry and forest products,"Institutionen, forstliche",,,
95,,,"Taxation, forest","Besteuerung, Wald",,,
96,,,Labour policy: forestry and forest products,"Arbeitspolitik, forstliche und holzwirtschaftliche",,,
96,,,Policy: forest (regarding labour),Politik: Forst (in bezug auf Arbeit),,,
96,,,Social problems of work,Soziale Probleme der Waldarbeit,,,
96,,,"Welfare, workers'",,,,
96,,,Work: social problems,Arbeit: soziale Probleme,,,
961,,,Employment: and unemployment,Beschäftigung: und Arbeitslosigkeit,,,
961,,,Labour policy: forestry and forest products: employment and unemployment; supply and demand,"Arbeitspolitik, forstliche und holzwirtschaftliche: Beschäftigung und Arbeitslosigkeit; Angebot und Nachfrage",,,
961,,,Manpower in forestry and forest products industries,Arbeitsmarktlage in der Forst- und Holzwirtschaft,,,
961,,,Unemployment in forestry and forest products industries,Arbeitslosigkeit in der Forstwirtschaft und den Forsterzeugnisse verarbeitenden Industrien,,,
961.1,,,Career services,Stellenvermittlungsdienste,,,
961.1,,,Employment agencies,Stellenvermittlungsagenturen,,,
961.2,,,Employment statistics,Beschäftigungsstatistik,,,
961.2,,,Manpower statistics,Arbeitskräftestatistik,,,
962,,,Wages,Löhne,,,
962,,,Wages: tariff agreements,Löhne: Tarifabkommen,,,
963,,,"Employment: seasonal, the year round etc.",Beschäftigung: jahreszeitliche Schwankungen usw.,,,
963,,,Labour policy: forestry and forest products: seasonal variations in work and working time,"Arbeitspolitik, forstliche und holzwirtschaftliche: jahreszeitliche Schwankungen in Arbeit und Arbeitszeit",,,
963,,,Working time (social policy),Arbeitszeit (Sozialpolitik),,,
964,,,Insurance: forest workers',Versicherung: Waldarbeiter,,,
964,,,Workers': insurance,Arbeiter: Versicherung,,,
965,,,"Holdings, forest workers' (policy)",Waldarbeitersiedlungen,,,
965,,,"Housing, forest workers' (policy)",Waldarbeiterwohnungen,,,
965,,,Workers': housing and holdings,Arbeiter: Wohnungen und Siedlungen,,,
965,,,,Pachtland für Waldarbeiter,,,
966,,,,Altersversorgung,,,
966,,,,Wohlfahrtsmaßnahmen für die Arbeiter,,,
967,,,Associations: forest employers',Vereinigungen: forstliche Arbeitgeber,,,
967,,,Associations: forest workers',Vereinigungen: forstliche Arbeitnehmer,,,
967,,,"Clubs, workers'",Arbeiterklubs,,,
967,,,Employers' associations,Arbeitgeberverbände,,,
967,,,"Owners' organizations, forest: other",Waldbesitzer-Organisationen: (Arbeitgeberverbände),,,
967,,,"Unions, workers'",Arbeitnehmerverbände,,,
967,,,"Workers': associations, unions, clubs etc.","Arbeiter: Verbände, Vereine, Klubs usw.",,,
967,,,,Gewerkschaften,,,
968,,,"Disputes, labour",,,,
968,,,"Labour disputes, forest",Arbeitsstreitigkeiten,,,
968,,,,Arbeitsrecht,,,
97,,,"Co-operation, international: forestry and forest industries","Zusammenarbeit, internationale: Forstwirtschaft und Forsterzeugnisse verarbeitende Industrien",,,
97,,,International forest policy and collaboration,Internationale Forstpolitik und Zusammenarbeit,,,
97,,,Policy: forest (international),Politik: Forst (international),,,
971,,,"Conferences (congresses), forestry and forest products: international",Konferenzen (Kongresse): internationale,,,
