fdcNumber,date-eng,date-ger,date-fre,date-fin,date-swe,date-sp,RecordType,BT,seeAlso,prefLabel-eng,includingNote-eng,scopeNote-eng,fdcNumber-fi,prefLabel-fin,includingNote-fin,scopeNote-fin,fdcNumber-de,prefLabel-ger,includingNote-ger,scopeNote-ger,dcoNumber-fre,prefLabel-fre,includingNote-fre,scopeNote-fre,prefLabel-swe,includingNote-swe,scopeNote-swe,prefLabel-slv,includingNote-slv,scopeNote-slv,prefLabel-spa,includingNote-spa,scopeNote-spa,old-classnames
812.21,1954,1992,,2016,1966,1959,,812.2,847,Moisture relations ,,[For seasoning see 847],812.21,Kosteussuhteet,,"[Kyllästys, katso 847]",812.21 ,Feuchtigkeit ,,[Trocknung siehe 847],812.21,Comportement envers l'humidité,,"[Pour séchage, voir 847]",Fuktighet,,"[Torkning, se 847]",,,,Relaciones de humedad,,"Para secado, véase 847",
812.210,1954,1992,,2016,1966,1959,,812.21,,Moisture measurement (methods),,,812.210,Kosteuden mittaaminen (menetelmät),,,812.210 ,Feuchtigkeitsmessung (Methoden),,,812.210,Mesure de l'humidité (méthodes),,,Fuktighetsbestämning (metoder),,,,,,Medida de la humedad (métodos),,,
812.211,1954,1992,,2016,1966,1959,,812.21,,Moisture content,,,812.211,Kosteus,,,812.211 ,Feuchtigkeitsgehalt,,,812.211,Degré d'humidité,,,"Fukthalt, fuktkvot",,,,,,Contenido de humedad,,,
812.212,1954,1992,,2016,1966,1959,,812.21,,Fibre-saturation point,,,812.212,Syiden kyllästymispiste,,,812.212 ,Fasersättigungsbereich,,,812.212,Point de saturation des fibres,,,Fibermättnadspunkt,,,,,,Punto de saturación de las fibras,,,
812.213,1954,1992,,2016,1966,1959,,812.21,,Equilibrium moisture content,,,812.213,Puun tasapainokosteus,,,812.213 ,Gleichgewichtsfeuchtigkeit,,,812.213,Equilibre hygroscopique,,,Jämviktsfuktkvot,,,,,,Humedad de equilibrio,,,
812.214,1954,1992,,2016,1966,1959,,812.21,,Shrinkage and swelling,,,812.214,Kutistuminen ja paisuminen,,,812.214 ,Quellen und Schwinden,,,812.214,Retrait et gonflement,,,Krympning och svällning,,,,,,Contracción e hinchazón,,,
812.215,1954,1992,,2016,1966,1959,,812.21,847.8|852.3,Seasoning stresses and sets,,,812.215,Kuivaamisrasite,,,812.215 ,Trocknungsspannungen (z.B. Risse) und -verwerfungen ,,,812.215 ,"Tensions, contraintes et déformations au séchage",,,Torkningsspänningar och formförändringar,,[Jfr även 847.8],,,,Tensiones de secado y variaciones anormales en la contracción,,Referencia cruzada también 847.8,
812.219,1954,1992,,2016,1966,1959,,812.21,,Miscellaneous,,,812.219,Sekalaista,,,812.219 ,Verschiedenes,,,812.219,Divers,,,Övrigt,,,,,,Varios,,,
812.22,1954,1992,,2016,1966,1959,,812.2,,Sorption of liquids and vapours other than water,,,812.22,Nesteiden ja kaasujen sorptio vettä lukuun ottamatta,,,812.22 ,Sorption von nicht wäßrigen Flüssigkeiten und Dämpfen,,,812.22,Absorption et fixation des liquides et des vapeurs autres que l'eau,,,Upptagning (sorption) av andra vätskor och ångor än vatten,,,,,,Absorción de liquidos y vapores distintos al agua,,,
812.23,1954,1992,,2016,1966,1959,,812.2,,Permeability; flow of liquids and vapours,,,812.23,Läpäisevyys; nesteiden ja kaasujen virtaus,,,812.23 ,"Durchlässigkeit, Strömung von Flüssigkeiten und Dämpfen",,,812.23,Perméabilité; écoulement des liquides et des vapeurs,,,Genomtränglighet; strömning av vätskor och ångor,,,,,,"Permeabilidad, flujo de liquidos  y vapores",,,
812.231,1954,1992,,2016,1966,1959,,812.23,,Water and aqueous solutions,,,812.231,Vesi ja liuokset,,,812.231 ,Wasser und wäßrige Lösungen,,,812.231,Eau et solutions aqueuses,,,Vatten och vattenlösningar,,,,,,Agua y soluciones acuosas,,,
812.235,1954,1992,,2016,1966,1959,,812.23,,Other liquids,,,812.235,Muut nesteet,,,812.235 ,Andere Flüssigkeiten,,,812.235,Autres liquides,,,Andra vätskor,,,,,,Otros liquidos,,,
812.237,1954,1992,,2016,1966,1959,,812.23,,"Vapours, gases",,,812.237,"Höyryt, kaasut",,,812.237 ,Dämpfe und Gase,,,812.237,"Vapeurs, gaz",,,"ångor, gaser",,,,,,"Vapores, gases",,,
812.239,1954,1992,,2016,1966,1959,,812.23,,Miscellaneous,,,812.239,Sekalaista,,,812.239 ,Verschiedenes,,,812.239,Divers,,,Övrigt,,,,,,Varios,,,
812.3,1954,1992,,2016,1966,1959,,812,,Density. Specific gravity. Buoyancy,,,812.3,Tiheys. Ominaispaino. Kelluvuus,,,812.3 ,"Dichte, spezifisches Gewicht (Wichte), Schwimmfähigkeit",,,812.3,Densité. Poids spécifique. Flottabilité,,,"Densitet (täthet, volymvikt) flytbarhet",,,,,,Densidad. Peso especifico. Flotabilidad,,,
812.31,1954,1992,,2016,1966,1959,,812.3,,Density. Specific gravity,,,812.31,Tiheys. Ominaispaino,,,812.31 ,"Dichte, spezifisches Gewicht",,,812.31,Densité. Poids spécifique,,,"Densitet (täthet, volymvikt)",,,,,,Densidad. Peso especifico,,,
812.35,1954,1992,,2016,1966,1959,,812.3,,Buoyancy,,,812.35,Kelluvuus,,,812.35 ,Schwimmfähigkeit,,,812.35,Flottabilité,,,Flytbarhet,,,,,,Flotabilidad,,,
812.39,1954,1992,,2016,1966,1959,,812.3,,Miscellaneous,,,812.39,Sekalaista,,,812.39 ,Verschiedenes,,,812.39,Divers,,,Övrigt,,,,,,Varios,,,
812.7,1954,1992,,2016,1966,1959,,812,,Strength properties: general. ,,"[For strength of joints, structures, boxes etc. cross-reference to the appropriate heads]",812.7,Lujuusominaisuudet: yleistä,,"[Liitosten, rakenteiden, laatikoiden jne. lujuus, tee ristiviittaus vastaavaan luokkaan]",812.7 ,Festigkeitseigenschaften: Allgemeines ,,"gegebenenfalls mit Kreuzverweisen zu Holzverbindungen, Kon-struktionen, Kisten usw.]",812.7,Propriétés mécaniques en général,,"[Pour résistance des assemblages, des charpentes, de la caisserie, etc., renvoyer aux rubriques correspondantes}",Hållfasthetsegenskaper: allmänt,,"Hållfasthet hos förbindningar, konstruktioner, Iådor m.m. korshänvisning till resp. avdelning]",,,,Propiedades mecánicas: generalidades,,"Para resistencia de juntas, estructuras, cajas, etc., referncia cruzada a los encabezamientos adecuados",
812.701,1954,1992,,2016,1966,1959,,812.7,,Elasticity,,,812.701,Kimmoisuus,,,812.701 ,Elastizität,,,812.701,Élasticité,,,Elasticitet,,,,,,Elasticidad,,,
812.702,1954,1992,,2016,1966,1959,,812.7,,Plasticity,,,812.702,Muokattavuus,,,812.702 ,Plastizität,,,812.702,Plasticité,,,Plasticitet,,,,,,Plasticidad,,,
812.71,1954,1992,,2016,1966,1959,,812.7,,Bending,,,812.71,Taipuvuus,,,812.71 ,Biegung,,,812.71,Résistance à la flexion,,,Böjning,,,,,,Flexión,,,
812.711,1954,1992,,2016,1966,1959,,812.71,,Static,,,812.711,Muuttumattomuus,,,812.711 ,statisch,,,812.711,Statique,,,Statisk böjning,,,,,,Estática,,,
812.712,1954,1992,,2016,1966,1959,,812.71,,Impact (including “toughness”),,,812.712,Iskunkestokyky,(ml. sitkeys),,812.712 ,dynamisch (Schlagbiegefestigkeit),,,812.712,Dynamique (y compris choc),,,"Dynamisk, slagböjning (inberäknat seghet)",,,,,,Dinámica,incluído tenacidad,,
812.719,1954,1992,,2016,1966,1959,,812.71,,Miscellaneous,,,812.719,Sekalaista,,,812.719 ,Verschiedenes,,,812.719,Divers,,,Övrigt,,,,,,Varios,,,
812.72,1954,1992,,2016,1966,1959,,812.7,,Compression,,,812.72,Puristus,,,812.72 ,Druck,,,812.72,Résistance à la compression,,,Tryck,,,,,,Compresión,,,
812.73,1954,1992,,2016,1966,1959,,812.7,,“Hardness” and abrasion,,,812.73,Kovuus ja kuluma,,,812.73 ,Härte und Abnutzung,,,812.73,Dureté et résistance à l'abrasion,,,Hårdhet och avnötning,,,,,,"""Dureza"" y abrasión",,,
812.731,1954,1992,,2016,1966,1959,,812.73,,Resistance to indentation,,,812.731,Iskemien vastustuskyky,,,812.731 ,Kugeldruckhärte,,,812.731,Résistance à l'enfoncement,,,Motståndsförmåga mot intryckning (t.ex. brinellhårdhet),,,,,,Resistencia al adentellado,,,
812.732,1954,1992,,2016,1966,1959,,812.73,,Resistance to cutting,,,812.732,Leikkaamisen vastustuskyky,,,812.732 ,Bearbeitungshärte (z.B. Schnittwiderstand),,,812.732,Résistance au tranchage,,,Motståndsförmåga mot avskärning,,,,,,Resistencia al corte,,,
812.733,1954,1992,,2016,1966,1959,,812.73,,Resistance to abrasion,,,812.733,Hankauksen vastustuskyky,,,812.733 ,Abnutzung,,,812.733,Résistance à l'abrasion,,,Motståndsförmåga mot avnötning,,,,,,Resistencia a la abrasión,,,
812.739,1954,1992,,2016,1966,1959,,812.73,,Miscellaneous,,,812.739,Sekalaista,,,812.739 ,Verschiedenes,,,812.739,Divers,,,Övrigt,,,,,,Varios,,,
812.74,1954,1992,,2016,1966,1959,,812.7,,Shear,,,812.74,Leikkaus,,,812.74 ,Abscheren,,,812.74,Résistance au cisaillement,,,Skjuvning,,,,,,Esfuerte cortante,,,
812.75,1954,1992,,2016,1966,1959,,812.7,,Cleavage,,,812.75,Halkaisu,,,812.75 ,Spalten,,,812.75,Résistance au fendage,,,Klyvning,,,,,,Hendimiento o raja,,,
812.76,1954,1992,,2016,1966,1959,,812.7,,Tension,,,812.76,Vetorasitus,,,812.76 ,Zug,,,812.76,Résistance à la traction,,,Dragning,,,,,,Tracción,,,
812.77,1954,1992,,2016,1966,1959,,812.7,,Torsion,,,812.77,Vääntymä,,,812.77 ,Torsion,,,812.77,Résistance à la torsion,,,Vridning,,,,,,Torsión,,,
812.78,1954,1992,,2016,1966,1959,,812.7,,Fatigue,,,812.78,Väsyminen,,,812.78 ,Dauerbeanspruchung (Ermüdungsbeanspruchung),,,812.78,Résistance à la fatigue,,,Utmattning,,,,,,Fatiga,,,
812.79,1954,1992,,2016,1966,1959,,812.7,,Miscellaneous,,,812.79,Sekalaista,,,812.79 ,Verschiedenes,,,812.79,Divers,,,Övrigt,,,,,,Varios,,,
812.791,1954,1992,,2016,1966,1959,,812.79,,Nail- and screw-holding properties,,,812.791,Naulan ja ruuvinpito-ominaisuudet,,,812.791 ,Haltefestigkeit für Nägel und Schrauben,,,812.791,Tenue des pointes et des vis,,,Vedens hållkraft för spikar och skruvar,,,,,,Resistencia a la extracción de clavos y tornillos,,,
812.792,1954,1992,,2016,1966,1959,,812.79,,Bolt-bearing properties,,,812.792,Iskunkesto-ominaisuudet,,,812.792 ,Lochleibungsfestigkeit,,,812.792,Force portante des boulons,,,Vedens bärförmåga för bultar,,,,,,Resistencia a la extracción de pernos,,,
812.799,1954,1992,,2016,1966,1959,,812.79,,Miscellaneous,,,812.799,Sekalaista,,,812.799 ,Verschiedenes,,,812.799,Divers,,,Övrigt,,,,,,Varios,,,
812.8,1954,1992,,2016,1966,1959,,812,812.73,Workability. Working properties. ,,[For hardness see 812.73],812.8,Työstettävyys.,,"[Kovuus, katso 812.73]",812.8 ,Bearbeitbarkeit; Bearbeitungseigenschaften ,,[Härte siehe 812.73],812.8,Facilité d'usinage. Aptitude à la mise en oeuvre.,,"[Pour dureté, voir 812.73]",Bearbetbarhet. Bearbetningsegenskaper.,,"[Hårdhet, se 812.73]",,,,Aptitud al trabajo. Sua características,,"Para dureza, véase 812.73",
812.9,1954,1992,,2016,1966,1959,,812,,Physical and mechanical properties: miscellaneous,,,812.9,Sekalaista,,,812.9 ,Verschiedenes,,,812.9,Divers,,,Övrigt,,,,,,Varios,,,
813,1954,1992,,2016,1966,1959,,81,,Wood chemistry,,,813,Puukemia,,,813,Holzchemie,,,813,Chimie du bois,,,Träkemi,,,,,,Química de la madera,,,
813.1,1954,1992,,2016,1966,1959,,813,,Chief organic constituents. Constituents of the cell wall,,,813.1,Orgaaniset osat. Soluseinä,,,813.1 ,Organische Hauptbestandteile. Bestandteile der Zellwand,,,813.1,Principaux constituants organiques. Constituants des parois cellulaires,,,Organiska huvudbeståndsdelar. Cellväggens beståndsdelar,,,,,,Principales constituyentes orgánicos. Constituyentes de la pared celular,,,
813.11,1954,1992,,2016,1966,1959,,813.1,,Lignin,,,813.11,Ligniini,,,813.11 ,Lignin,,,813.11,Lignine,,,Lignin,,,,,,Lignina,,,
813.12,1954,1992,,2016,1966,1959,,813.1,,Carbohydrates. Holocellulose,,,813.12,Hiilihydraatit. Holoselluloosa,,,813.12 ,"Kohlehydrate, Holozellulose",,,813.12,Hydrates de carbone. Holocellulose,,,Kolhydrater. Holocellulosa,,,,,,Hidratos de carbono. Holocelulosa,,,
813.13,1954,1992,,2016,1966,1959,,813.1,,Cellulose,,,813.13,Selluloosa,,,813.13 ,Zellulose,,,813.13,Cellulose,,,Cellulosa,,,,,,Celulosa,,,
813.14,1954,1992,,2016,1966,1959,,813.1,,Hemicelluloses,,,813.14,Hemiselluloosat,,,813.14 ,Hemizellulosen,,,813.14,Hemicelluloses,,,Hemicellulosor,,,,,,Hemicelulosa,,,
813.15,1954,1992,,2016,1966,1959,,813.1,,Pentosans,,,813.15,Pentosaanit,,,813.15 ,Pentosane,,,813.15,Pentosanes,,,Pentosaner,,,,,,Pentosanos,,,
813.16,1954,1992,,2016,1966,1959,,813.1,,Hexosans,,,813.16,Heksosaanit,,,813.16 ,Hexosane,,,813.16,Hexosanes,,,Hexosaner,,,,,,Exosanos,,,
813.17,1954,1992,,2016,1966,1959,,813.1,,Polyuronides (including pectin),,,813.17,Polyuronidit,(ml. pektiini),,813.17 ,Polyuronide (einschl. Pektin),,,813.17,Polyuronides (y compris pectine),,,Polyuronider (inberäknat pektin),,,,,,Poliurónidos,incluída pectina,,
813.19,1954,1992,,2016,1966,1959,,813.1,,Miscellaneous,,,813.19,Sekalaista,,,813.19 ,Verschiedenes,,,813.19,Divers,,,Övrigt,,,,,,Varios,,,
813.2,1954/2006,1992/2006,,2016,1966,1959,GFDC06,813,,"Minor organic constituents. Extractives, xylitol, stanols",,,813.2,"Pienemmät orgaaniset aineet. Ksylitoli, stanolit",,,813.2 ,"Organische Nebenbestandteile. Extraktivstoffe, Xylitol, Stanole",,,813.2 ,"Ingrédients mineurs organiques. Extractives, xylitol, stanols",,,Organiska bibeståndsdelar. Extraktamnen,,,,,,Constituyentes orgánicos secundarios. Extractos,,,
813.3,1954,1992,,2016,1966,1959,,813,,Ash constituents,,,813.3,Tuhka,,,813.3 ,Aschenbestandteile,,,813.3,Cendres,,,Askbeståndsdelar,,,,,,Constituyentes de las cenizas,,,
813.4,1954,1992,,2016,1966,1959,,813,,Chemical effects of heat.  Chemistry of thermal decomposition,,,813.4,Lämmön kemialliset vaikutukset. Lämpöhajoamisen kemia,,,813.4 ,Chemische Auswirkungen der Erhitzung. Chemie der thermischen Zersetzung,,,813.4,Effets chimiques de la chaleur. Chimie de la décomposition thermique,,,Kemiska reaktioner vid uppvärmning. Den termiska nedbrytningens kemi,,,,,,Efectos químicos del calor. Química de la descomposición térmica,,,
813.5,1954,1992,,2016,1966,1959,,813,,Reaction with metals,,,813.5,Reaktiot metallien kanssa,,,813.5 ,Chemisches Verhalten gegenüber Metallen,,,813.5,Réaction avec les métaux,,,Reaktion med metaller,,,,,,Reacción con metales,,,
813.6,1954,1992,,2016,1966,1959,,813,,Effect of chemicals on wood. Resistance to chemical attack,,,813.6,Kemikaalien vaikutus puuhun. Kemiallisen hyökkäyksen vastustuskyky,,,813.6 ,Einwirkung von Chemikalien auf das Holz. Widerstandsfähigkeit gegen chemische Einflüsse,,,813.6,Effets des produits chimiques sur le bois. Résistance aux agents chimiques,,,lnverkan av kemikalier på trä. Resistens mot kemiskt angrepp,,,,,,Efecto de los productos quimicos en la madera. Resistencia al ataque quimico,,,
813.7,1954,1992,,2016,1966,1959,,813,,Odour and taste,,,813.7,Haju ja maku,,,813.7 ,Geruch und Geschmack des Holzes,,,813.7,Odeur et saveur,,,Lukt och smak,,,,,,Olor y sabor,,,
813.8,1954,1992,,2016,1966,1959,,813,,Poisonous and irritant properties,,,813.8,Myrkyllisyys ja ärsyttävät ominaisuudet,,,813.8 ,Gift- und Reizwirkung von Hölzern,,,813.8,Propriétés toxiques et irritantes,,,Gift- och retningsegenskaper,,,,,,Propiedades venenosas e irritantes,,,
813.9,1954,1992,,2016,1966,1959,,813,,Miscellaneous,,,813.9,Sekalaista,,,813.9 ,Verschiedenes,,,813.9,Divers,,,Övrigt,,,,,,Varios,,,
814,1954,1992,,2016,1966,1959,,81,,Natural durability. Old wood. Fossilized wood,,[Fire resistance see 812.143 (untreated) and 843.4 (fireproofed timber); for resistance to chemicals see 813.6; for durability of preservative-treated timber see 841.4],814,Luonnollinen kestävyys. Vanha puu. Fossiilinen puu,,"[Palonkesto, katso 812.143 (käsittelemätön) ja 843.4 (palonestokäsitelty puu); Kemikaalien vastususkyky, katso 813.6; Kyllästetyn puun kestävyys, katso 841.4]",814,Natürliche Dauerhaftigkeit. Altes Holz. Fossiles Holz,,,814,Durabilité naturelle. Bois vieilli. Bois fossilisé,,,Naturlig varaktighet. Gammal ved. Fossil ved,,"[Eldbeständighet, se 812.143 (obehandlat virke) och 843.4 (brandskyddsbehandlat virke); resistens mot kemikalier, se 813.6; impregnerat virkes varaktighet, se 841.4]",,,,Duración natural. madera vieja. Madera fosilizada,,,
814.1,1954/2006,1992/2006,,2016,1966,1959,GFDC06,814,,Natural durability. Weathering ,,,814.1,Luonnollinen kestävyys. Kuluminen,,,814.1 ,Natürliche Dauerhaftigkeit. Verwitterung ,,[Feuerfestigkeit siehe 812.143 (unbehandeltes Holz) und 843.4 (feuerresistentes  Holz); für Resistenz  gegen Chemikalien siehe 813.6; Lebensdauer  imprägnierten Holzes siehe 841.4],814.1 ,Durabilité naturelle. Désagrégation,,,Naturlig varaktighet,,,,,,Duración natural,,"Para resistencia al fuego, véase 812.143 (madera sin tratar) y 843.4 (para madera ignifugada); y para resistencia a agentes quimicos, véase 813.6; para durabilidad de madera tratada con antisépticos, véase 841.4",
814.7,1954,1992,,2016,1966,1959,,814,,Old wood,,,814.7,Vanha puu,,,814.7 ,Altes Holz,,,814.7,Bois vieilli,,,Gammal ved,,,,,,Madera vieja,,,
814.8,1954,1992,,2016,1966,1959,,814,,Fossilized wood,,,814.8,Fossiilinen puu,,,814.8 ,Fossiles Holz,,,814.8,Bois fossilisé,,,Fossil ved,,,,,,Madera fosilizada,,,
814.9,1954,1992,,2016,1966,1959,,814,,Miscellaneous,,,814.9,Sekalaista,,,814.9 ,Verschiedenes,,,814.9,Divers,,,Övrigt,,,,,,Varios,,,
815,1954,1992,,2016,1966,1959,,81,,Effect of growth factors on structure and properties. ,,"[Cross-reference, where desirable, to the appropriate property]",815,Kasvutekijöiden vaikutus rakenteeseen ja ominaisuuksiin,,,815,Wirkung der Wachstumsfaktoren auf Holzstruktur und Holzeigenschaften. Wuchseigenschaften ,,[gegebenenfalls Kreuzverweise zur betreffenden Eigenschaft],815,Effets des facteurs de croissance sur la structure et les propriétés,,"[Renvoi, s'il y a lieu, à la propriété spéciale]",Tillväxtfaktorers inverkan på struktur och egenskaper,,[Korshänvisning vid behov till sökt egenskap],,,,Efecto de los factores de crecimiento sobre la estructura y propiedades,,"Referencia cruzado cuando su desee, a la propiedad correspondiente",
815.1,1954,1992,,2016,1966,1959,,815,,Growth stresses,,,815.1,Kasvustressit,,,815.1 ,Spannungen im gewachsenen Holz,,,815.1,Tensions internes,,,Spänningar förorsakade av trädets tillväxt,,,,,,Tensiones de crecimiento,,,
815.2,1954,1992,,2016,1966,1959,,815,,Variation with rate of growth,,,815.2,Kasvunopeuden vaihtelu,,,815.2 ,Einflüsse der Wachstumsgeschwindigkeit auf die Holzeigenschaften,,,815.2,Variation en fonction de la rapidité de croissance,,,Variationer med hänsyn till tillväxthastighet,,,,,,Variación con la velocidad de crecimiento,,,
815.3,1954,1992,,2016,1966,1959,,815,,Variation with position in tree,,,815.3,Vaihtelu puun osien välillä,,,815.3 ,Einflüsse der Lage am Stamm,,,815.3,Variation selon la partie de l'arbre,,,Variationer med hänsyn till läget i stammen,,,,,,Variación con la posición en el árbor,,,
815.31,1954,1992,,2016,1966,1959,,815.3,,Branchwood,,,815.31,Oksapuu,,,815.31 ,Holz der Äste,,,815.31,Bois de branches,,,Grenved,,,,,,Madera de ramas,,,
815.32,1954,1992,,2016,1966,1959,,815.3,,Stemwood,,,815.32,Runkopuu,,,815.32 ,Holz des Stammes,,,815.32,Bois de fût,,,Stamved,,,,,,Madera de tronco,,,
815.33,1954,1992,,2016,1966,1959,,815.3,,Stumpwood,,,815.33,Kantopuu,,,815.33 ,Holz vom Wurzelhals (Stockholz),,,815.33,Bois de souche,,,Stubbved,,,,,,Madera de cepa,,,
815.34,1954,1992,,2016,1966,1959,,815.3,,Rootwood,,,815.34,Juuripuu,,,815.34 ,Holz der Wurzeln,,,815.34,Bois de racines,,,Rotved,,,,,,Madera de raíces,,,
815.39,1954,1992,,2016,1966,1959,,815.3,,Miscellaneous,,,815.39,Sekalaista,,,815.39 ,Verschiedenes,,,815.39,Divers,,,Övrigt,,,,,,Varios,,,
815.4,1954,1992,,2016,1966,1959,,815,181.63|245.1,Influence of natural and artificial pruning. ,,"[Cross-reference, if necessary, to 181.63 and 245.1]",815.4,Luonnollisen ja ihmisen tekemän karsimisen vaikutus,,[Tarvittaessa ristiviittaus luokkiin 181.63 ja 245.1],815.4 ,Einfluß der natürlichen Astreinigung und Ästung ,,[gegebenenfalls Kreuzverweise zu 181.63 und 245.1],815.4,Influences des élagages naturel et artificiel,,"[Renvoi, si nécessaire, à 181.63 et 245.1]",lnverkan av grenrensning och uppkvistning ,,[Korshänvisning vid behov till 181.63 och 245.1],,,,Influencia de la poda natural y artificial,,"Referencia cruzada, si se necesita, al 181.63 y al 245.1",
815.5,1954,1992,,2016,1966,1959,,815,,"Influence of form of growth (spiral growth, forking etc.)",,,815.5,Puun kasvumuodon vaikutus,"(kiertyminen, haarautuminen jne.)",,815.5 ,"Wuchseigenschaften (Drehwuchs, Zwieselwuchs u.ä.)",,,815.5,"Influences de certaines particularités anatomiques (fibre torse, fourches, etc.)",,,lnverkan av växtbeskaffenhet,"(spiralvuxenhet, klykbildning m.m.)",,,,,Influencia de la forma de crecimiento,"crecimiento en espiral, horquetas, etc.",,
815.9,1954,1992,,2016,1966,1959,,815,,Miscellaneous,,,815.9,Sekalaista,,,815.9 ,Verschiedenes,,,815.9,Divers,,,Övrigt,,,,,,Varios,,,
819,1954,1992,,2016,1966,1959,,81,,Miscellaneous,,,819,Sekalaista,,,819,Verschiedenes,,,819,Divers,,,Övrigt,,,,,,Varios,,,
82,1954,1992,,1966,1966,1959,,8,32,"Conversion, shaping, assembly and finishing of wood: general",,"[For logging see 32; for specific forms of industrial conversion see subheads of 83, cross-referenced to the heads here]",82,"Puun työstö, muotoilu, liittäminen, ja pintakäsittely, yleistä",,,82,Holzbearbeitung (einschl. Oberflächenbehandlung und Holzverbindungen): Allgemeines,,[Holzeinschlag siehe 32; spezielle industrielle Holzbearbeitung siehe Untertitel von 83 mit Kreuzverweisen zu den folgenden Titeln],82,"Débit, façonnage, assemblage et travaux de finition du bois (en général)",,"[Pour exploitation, voir 32; pour aspects spécifiques de débit industriel, voir subdivision de 83, avec renvois aux rubriques ci-dessous : - ]","Träbearbetning (formgivning, hopsättning och ytbehandling): allmänt",,"[Avverkning och transport se 32; speciella former av industriell bearbetning, se underavdelningar till 83, korshänvisning till nedanstående avdelningar: - ]",,Podiranje in izdelava glej 32; za posebno obliko industrijske obdelave glej poddelitev pri 83 z različnimi referencami ki naslednjim vrstilcem: --,,"Transformación elaboración, armado y acabado de la madera: generalidades",,"Para apeo y saca, véase 32; para formas específicas de transformación industrial, véase subtitulos de 83; referencia cruzada a los siguientes subtitulos:-",
